company_id,abn,company_name,normalized_name,website_url,industry,industry_category,entity_type,entity_status,address_line_1,address_line_2,suburb,state,postcode,email,phone,start_date,gst_registered,data_quality_score,matching_confidence,matching_method,created_at,updated_at,postcode_validation_status,postcode_corrected,postcode_confidence,primary_email,secondary_email,primary_phone,secondary_phone,business_age_years,dgr_endorsed,is_active,social_platforms_count,digital_maturity_score,digital_presence_level,has_website,has_linkedin,has_facebook,has_instagram,has_twitter,has_youtube,has_tiktok,has_github,has_pinterest,completeness_score,accuracy_score,consistency_score,quality_tier,llm_reasoning_summary,manual_review_required,processing_time_ms,llm_provider,enhancement_version,industry_company_count,state_company_count,avg_quality_in_industry,avg_digital_maturity_in_state,is_above_avg_quality,is_above_avg_digital
sample_00762,80008083036,Coastal Services Pty Ltd,coastal services,https://coastalservices.net.au,Transportation,Insurance,Australian Private Company,Active,452 King Lane,,Canberra,ACT,0227,sales@company6521.com.au,(04) 7164 1312,1995-03-19,Yes,0.724,0.773,,2025-04-08T22:05:31.478651Z,2025-04-12T22:05:31.478651Z,valid,,1.0,sales@company6521.com.au,sales@company6521.com.au,(04) 7164 1312,,29,No,Yes,5,0.596,medium,Yes,Yes,No,Yes,Yes,No,No,Yes,No,0.869,0.661,0.563,medium,Strong semantic similarity with business context validation,,320,anthropic,2.0,277,632,0.7826353790613718,0.630131329113924,False,False
sample_00763,00659023497,Australian Partners Pty Limited,australian partners pty,https://australianpartn.edu.au,Technology,Accounting,Australian Private Company,Active,51 Bourke Avenue,Suite 33,Kingston,TAS,7479,contact@company1213.com.au,(04) 4807 8160,1993-12-15,Yes,0.84,0.838,,2025-06-03T22:05:31.478679Z,2025-06-27T22:05:31.478679Z,valid,,1.0,contact@company1213.com.au,,(04) 4807 8160,(02) 4784 2813,31,No,Yes,2,0.339,low,Yes,Yes,No,No,No,Yes,No,No,No,0.813,0.875,0.825,medium,Strong semantic similarity with business context validation,,266,anthropic,2.0,268,624,0.7820820895522389,0.6203910256410257,True,False
sample_00764,38887164661,Australian Tech Holdings,australian tech holdings,https://australiantechh.gov.au,Telecommunications,Retail,Australian Private Company,Active,993 Queen Drive,,Adelaide,SA,5987,sales@company2775.com.au,(03) 9513 1631,2016-07-25,Yes,0.769,0.931,,2025-01-01T22:05:31.478704Z,2025-01-05T22:05:31.478704Z,valid,,1.0,sales@company2775.com.au,,(03) 9513 1631,,8,No,Yes,3,0.6,medium,Yes,Yes,No,No,No,No,No,Yes,No,0.75,0.798,0.75,medium,High confidence match with enhanced social validation,,648,anthropic,2.0,311,627,0.7834276527331189,0.6214848484848484,False,False
sample_00765,46152791151,Urban Tech Australia,urban tech australia,https://urbantechaustra.com.au,Professional Services,Architecture,Australian Private Company,Active,469 York Street,,Darwin,NT,0994,contact@company3812.com.au,(07) 3013 7245,1991-05-05,No,0.769,0.861,,2025-08-12T22:05:31.478730Z,2025-08-28T22:05:31.478730Z,valid,,1.0,contact@company3812.com.au,,(07) 3013 7245,(08) 5010 1872,33,No,Yes,3,0.545,medium,Yes,Yes,Yes,No,No,No,No,No,No,0.81,0.667,0.89,medium,Strong semantic similarity with business context validation,,372,anthropic,2.0,280,602,0.7797107142857143,0.633234219269103,False,False
sample_00766,90344946581,Professional Services Group,professional services group,,Energy,Real Estate Agency,Australian Private Company,Active,537 Queen Place,,Kingston,TAS,7018,admin@company3056.com.au,(07) 6431 8817,1996-08-20,No,0.67,0.597,,2024-12-18T22:05:31.478756Z,2025-01-03T22:05:31.478756Z,valid,,1.0,admin@company3056.com.au,,(07) 6431 8817,(02) 4463 9108,28,No,Yes,4,0.582,medium,No,Yes,No,No,Yes,No,No,No,No,0.624,0.773,0.555,low,"ABR record only, limited validation available",,64,anthropic,2.0,283,624,0.7826537102473498,0.6203910256410257,False,False
sample_00767,41206535022,Coastal Trading Australia,coastal trading australia,https://coastaltradinga.edu.au,Construction,Consulting,Australian Private Company,Active,670 Bourke Place,,Geraldton,WA,6184,,(04) 4518 9707,1993-02-09,Yes,0.797,0.943,,2025-02-23T22:05:31.478778Z,2025-03-05T22:05:31.478778Z,valid,,1.0,,,(04) 4518 9707,,31,Yes,Yes,5,0.568,medium,Yes,Yes,Yes,Yes,No,Yes,No,No,No,0.844,0.793,0.712,medium,High confidence match with enhanced social validation,,768,anthropic,2.0,277,617,0.7871046931407942,0.6142350081037278,True,False
sample_00768,47171528018,Coastal Partners Holdings,coastal partners holdings,https://coastalpartners.com.au,Finance,Medical Practice,Australian Private Company,Active,740 Elizabeth Drive,,Bunbury,WA,6458,info@company9300.com.au,(02) 4928 7777,2023-03-20,Yes,0.776,0.869,,2025-10-13T22:05:31.478803Z,2025-10-20T22:05:31.478803Z,valid,,1.0,info@company9300.com.au,,(02) 4928 7777,,1,Yes,Yes,7,0.791,high,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0.736,0.888,0.63,medium,Strong semantic similarity with business context validation,,402,anthropic,2.0,266,617,0.7822105263157895,0.6142350081037278,False,True
sample_00769,29938428514,Professional Solutions Pty Limited,professional solutions pty,https://professionalsol.net.au,Education,Real Estate Agency,Australian Private Company,Active,249 Collins Avenue,Suite 43,Gungahlin,ACT,0241,hello@company3119.com.au,(07) 4404 3409,2001-09-15,Yes,0.714,0.83,,2024-11-16T22:05:31.478830Z,2024-12-01T22:05:31.478830Z,valid,,1.0,hello@company3119.com.au,admin@company3119.com.au,(07) 4404 3409,,23,No,Yes,3,0.702,medium,Yes,Yes,Yes,No,No,No,No,No,No,0.651,0.747,0.771,medium,Strong semantic similarity with business context validation,,294,anthropic,2.0,315,632,0.7842571428571429,0.630131329113924,False,True
sample_00770,41029211465,Professional Group Pty Limited,professional group pty,,Agriculture,Law Firm,Australian Private Company,Active,804 York Street,,Sydney,NSW,1462,admin@company7928.com.au,(04) 3431 8031,1996-01-05,Yes,0.763,0.823,,2025-05-06T22:05:31.478857Z,2025-05-26T22:05:31.478857Z,valid,,1.0,admin@company7928.com.au,,(04) 3431 8031,(03) 6450 8040,28,No,Yes,6,0.787,high,No,Yes,No,Yes,No,Yes,No,Yes,No,0.754,0.802,0.701,medium,Strong semantic similarity with business context validation,,365,anthropic,2.0,294,624,0.7819285714285714,0.6298365384615384,False,True
sample_00771,89751867618,Global Trading Corporation,global trading corporation,https://globaltradingco.edu.au,Real Estate,Real Estate Agency,Australian Private Company,Active,566 Pitt Lane,,Alice Springs,NT,0979,,(08) 1789 3047,2018-05-10,Yes,0.757,0.642,,2024-10-29T22:05:31.478880Z,2024-11-10T22:05:31.478880Z,valid,,1.0,,,(08) 1789 3047,(04) 8536 1211,6,No,Yes,3,0.668,medium,Yes,Yes,No,No,No,No,No,No,Yes,0.679,0.787,0.85,medium,Fuzzy name matching with domain verification,,159,anthropic,2.0,255,602,0.7858274509803922,0.633234219269103,False,True
sample_00772,30146898097,Professional Trading Australia,professional trading australia,https://professionaltra.com.au,Mining,Web Design,Australian Private Company,Active,473 Bourke Avenue,,Katherine,NT,0916,,(02) 3757 2717,1991-04-17,No,0.801,0.975,,2025-03-22T22:05:31.478906Z,2025-04-11T22:05:31.478906Z,valid,,1.0,,,(02) 3757 2717,(07) 8497 5851,33,No,Yes,6,0.873,high,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,0.774,0.782,0.892,medium,High confidence match with enhanced social validation,,733,anthropic,2.0,280,602,0.7754607142857143,0.633234219269103,True,True
sample_00773,04919609967,Partners Limited,partners,https://partners.gov.au,Hospitality,Web Design,Australian Private Company,Active,536 Bourke Avenue,,Geraldton,WA,6780,,,2015-08-13,No,0.736,0.833,,2025-02-02T22:05:31.478930Z,2025-02-14T22:05:31.478930Z,valid,,1.0,,,,,9,No,Yes,5,0.505,medium,Yes,Yes,No,Yes,Yes,No,No,Yes,No,0.7,0.847,0.588,medium,Strong semantic similarity with business context validation,,280,anthropic,2.0,296,617,0.7866047297297297,0.6142350081037278,False,False
sample_00774,23788980282,Australian Consulting Corporation,australian consulting corporation,https://australianconsu.edu.au,Construction,Consulting,Australian Private Company,Active,332 Queen Drive,,Kalgoorlie,WA,696,admin@company7117.com.au,,2023-01-05,No,0.657,0.744,,2024-12-18T22:05:31.478954Z,2024-12-29T22:05:31.478954Z,valid,,1.0,admin@company7117.com.au,,,,1,No,Yes,6,0.811,high,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,0.613,0.664,0.73,low,Fuzzy name matching with domain verification,,118,anthropic,2.0,277,617,0.7871046931407942,0.6142350081037278,False,True
sample_00775,37940858197,Trading Australia,trading australia,https://tradingaustrali.com.au,Construction,Manufacturing,Australian Private Company,Active,673 Sussex Avenue,,Geraldton,WA,6117,,(02) 3164 9293,2003-01-09,No,0.785,0.969,,2025-03-17T22:05:31.478979Z,2025-04-07T22:05:31.478979Z,valid,,1.0,,,(02) 3164 9293,,21,No,Yes,5,0.666,medium,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,0.876,0.764,0.644,medium,High confidence match with enhanced social validation,,753,anthropic,2.0,277,617,0.7871046931407942,0.6142350081037278,True,True
sample_00776,60912055507,Industries Limited,industries,,Healthcare,Insurance,Australian Private Company,Active,939 Pitt Road,,Murray Bridge,SA,5080,info@company7224.com.au,(03) 6166 3285,2019-01-01,Yes,0.719,0.627,,2024-12-20T22:05:31.479004Z,2024-12-25T22:05:31.479004Z,valid,,1.0,info@company7224.com.au,support@company7224.com.au,(03) 6166 3285,,5,No,Yes,2,0.201,low,No,Yes,No,No,No,No,No,Yes,No,0.658,0.746,0.79,medium,Fuzzy name matching with domain verification,,194,anthropic,2.0,258,627,0.7865697674418605,0.6214848484848484,False,False
sample_00777,02502194258,Australian Solutions Corporation,australian solutions corporation,https://australiansolut.edu.au,Healthcare,Software Development,Australian Private Company,Active,191 York Lane,Suite 40,Melbourne,VIC,3219,contact@company514.com.au,(08) 8758 1640,2002-07-27,No,0.853,0.669,,2024-10-28T22:05:31.479028Z,2024-11-10T22:05:31.479028Z,valid,,1.0,contact@company514.com.au,,(08) 8758 1640,,22,No,Yes,6,0.894,high,Yes,No,No,Yes,No,Yes,No,Yes,Yes,0.911,0.876,0.692,high,Fuzzy name matching with domain verification,,283,anthropic,2.0,258,627,0.7865697674418605,0.6294274322169059,True,True
sample_00778,95758334102,Professional Construction Australia,professional construction australia,https://professionalcon.gov.au,Finance,Restaurant,Australian Private Company,Active,924 Sussex Circuit,,Bunbury,WA,6259,admin@company8287.com.au,(04) 8546 4938,2006-07-07,Yes,0.825,0.704,,2025-01-27T22:05:31.479053Z,2025-02-14T22:05:31.479053Z,valid,,1.0,admin@company8287.com.au,,(04) 8546 4938,,18,No,Yes,2,0.224,low,Yes,Yes,No,Yes,No,No,No,No,No,0.778,0.845,0.878,medium,Fuzzy name matching with domain verification,,204,anthropic,2.0,266,617,0.7822105263157895,0.6142350081037278,True,False
sample_00779,92449384622,Consulting Corporation,consulting corporation,https://consultingcorpo.gov.au,Finance,Insurance,Australian Private Company,Active,595 King Circuit,,Belconnen,ACT,0254,admin@company9569.com.au,(03) 4871 6575,2005-04-07,No,0.789,0.722,,2025-07-29T22:05:31.479080Z,2025-07-31T22:05:31.479080Z,valid,,1.0,admin@company9569.com.au,,(03) 4871 6575,(08) 1420 3548,19,No,Yes,3,0.545,medium,Yes,No,No,Yes,No,No,Yes,No,No,0.909,0.651,0.824,medium,Fuzzy name matching with domain verification,,152,anthropic,2.0,266,632,0.7822105263157895,0.630131329113924,True,False
sample_00780,13052915834,Premier Group Australia,premier group australia,,Media,Architecture,Australian Private Company,Active,133 Kent Street,,Rockhampton,QLD,4439,admin@company2193.com.au,(02) 7540 8669,2003-12-14,Yes,0.814,0.796,,2025-01-28T22:05:31.479105Z,2025-02-02T22:05:31.479105Z,valid,,1.0,admin@company2193.com.au,,(02) 7540 8669,,21,No,Yes,3,0.734,medium,No,Yes,No,No,No,No,Yes,Yes,No,0.715,0.95,0.74,medium,Strong semantic similarity with business context validation,,227,anthropic,2.0,244,647,0.7869426229508197,0.6229551777434312,True,True
sample_00781,38262555294,Regional Services Pty Ltd,regional services,,Retail Trade,Marketing,Australian Private Company,Active,516 York Close,,Perth,WA,6809,sales@company8817.com.au,,1992-04-13,Yes,0.771,0.864,,2025-03-09T22:05:31.479171Z,2025-03-18T22:05:31.479171Z,valid,,1.0,sales@company8817.com.au,,,,32,No,Yes,3,0.701,medium,No,Yes,No,Yes,No,No,No,No,No,0.901,0.659,0.736,medium,Strong semantic similarity with business context validation,,250,anthropic,2.0,278,617,0.7832374100719425,0.6142350081037278,False,True
sample_00782,46291581070,Elite Solutions Corporation,elite solutions corporation,https://elitesolutionsc.com.au,Telecommunications,Web Design,Australian Private Company,Active,458 Elizabeth Circuit,Suite 7,Burnie,TAS,7363,,(07) 7715 6662,1994-03-01,Yes,0.863,0.905,,2025-03-04T22:05:31.479194Z,2025-03-20T22:05:31.479194Z,valid,,1.0,,,(07) 7715 6662,,30,No,Yes,4,0.688,medium,Yes,Yes,No,No,Yes,No,No,No,No,0.86,0.915,0.768,high,High confidence match with enhanced social validation,,634,anthropic,2.0,311,624,0.7834276527331189,0.6203910256410257,True,True
sample_00783,70658481489,Construction Australia,construction australia,https://constructionaus.org.au,Professional Services,Engineering,Australian Private Company,Active,230 Sussex Drive,Suite 35,Geraldton,WA,6679,hello@company7230.com.au,(02) 9652 3174,1994-01-12,Yes,0.719,0.585,,2025-07-29T22:05:31.479219Z,2025-07-30T22:05:31.479219Z,valid,,1.0,hello@company7230.com.au,,(02) 9652 3174,,30,No,Yes,4,0.584,medium,Yes,Yes,Yes,No,No,Yes,No,No,Yes,0.662,0.678,0.915,medium,"ABR record only, limited validation available",,77,anthropic,2.0,280,617,0.7797107142857143,0.6142350081037278,False,False
sample_00784,03872975217,Global Solutions Pty Limited,global solutions pty,https://globalsolutions.com.au,Real Estate,Accounting,Australian Private Company,Active,691 Sussex Street,,Adelaide,SA,5485,hello@company8695.com.au,(02) 2545 2001,2002-08-06,No,0.819,0.805,,2025-02-10T22:05:31.479243Z,2025-03-07T22:05:31.479243Z,valid,,1.0,hello@company8695.com.au,,(02) 2545 2001,,22,No,Yes,1,0.434,low,Yes,No,No,No,No,No,No,No,No,0.94,0.68,0.855,medium,Strong semantic similarity with business context validation,,282,anthropic,2.0,255,627,0.7858274509803922,0.6214848484848484,True,False
sample_00785,85370431756,Global Trading Holdings,global trading holdings,,Food & Beverage,Marketing,Australian Private Company,Active,645 Elizabeth Street,,Fremantle,WA,470,sales@company6297.com.au,(02) 4006 4789,2018-10-03,Yes,0.783,0.725,,2025-01-12T22:05:31.479270Z,2025-01-28T22:05:31.479270Z,valid,,1.0,sales@company6297.com.au,,(02) 4006 4789,(07) 8266 9447,6,No,Yes,6,0.85,high,No,No,Yes,Yes,Yes,Yes,No,No,Yes,0.76,0.823,0.752,medium,Fuzzy name matching with domain verification,,120,anthropic,2.0,262,617,0.7778282442748091,0.6142350081037278,True,True
sample_00786,37751444928,Metro Tech Pty Ltd,metro tech,https://metrotech.net.au,Education,Logistics,Australian Private Company,Active,86 Bourke Circuit,,Port Augusta,SA,5259,,,2009-07-05,Yes,0.8,0.718,,2024-12-19T22:05:31.479299Z,2024-12-30T22:05:31.479299Z,valid,,1.0,,,,,15,No,Yes,4,0.714,medium,Yes,No,Yes,Yes,No,No,No,No,No,0.751,0.809,0.882,medium,Fuzzy name matching with domain verification,,261,anthropic,2.0,315,627,0.7842571428571429,0.6214848484848484,True,True
sample_00787,63394025285,Coastal Industries Pty Limited,coastal industries pty,,Education,Software Development,Australian Private Company,Active,901 George Street,,Brisbane,QLD,4181,contact@company5991.com.au,(04) 9849 3444,2022-01-25,No,0.693,0.687,,2024-12-09T22:05:31.479325Z,2024-12-31T22:05:31.479325Z,valid,,1.0,contact@company5991.com.au,,(04) 9849 3444,(03) 5127 4218,2,No,Yes,4,0.727,medium,No,No,No,Yes,No,No,No,Yes,No,0.772,0.653,0.617,low,Fuzzy name matching with domain verification,,161,anthropic,2.0,315,647,0.7842571428571429,0.6229551777434312,False,True
sample_00788,66704134323,Metro Tech Corporation,metro tech corporation,https://metrotechcorpor.gov.au,Agriculture,Medical Practice,Australian Private Company,Active,727 Elizabeth Road,,Belconnen,ACT,0247,,(07) 8424 9342,2014-08-01,Yes,0.829,0.756,,2025-04-17T22:05:31.479348Z,2025-04-19T22:05:31.479348Z,valid,,1.0,,,(07) 8424 9342,,10,No,Yes,5,0.71,medium,Yes,Yes,Yes,No,No,No,No,No,No,0.937,0.737,0.795,medium,Strong semantic similarity with business context validation,,287,anthropic,2.0,294,632,0.7819285714285714,0.630131329113924,True,True
sample_00789,02019122346,Consulting Australia,consulting australia,https://consultingaustr.com.au,Construction,Insurance,Australian Private Company,Active,993 Kent Road,,Darwin,NT,0863,,(02) 6105 1621,2005-09-20,Yes,0.793,0.893,,2025-01-24T22:05:31.479372Z,2025-02-03T22:05:31.479372Z,valid,,1.0,,,(02) 6105 1621,,19,No,Yes,3,0.713,medium,Yes,No,Yes,Yes,No,No,No,No,No,0.708,0.832,0.883,medium,Strong semantic similarity with business context validation,,332,anthropic,2.0,277,602,0.7871046931407942,0.633234219269103,True,True
sample_00790,00020413715,Construction Limited,construction,,Retail Trade,Law Firm,Australian Private Company,Active,957 Elizabeth Circuit,,Ballarat,VIC,3122,contact@company9517.com.au,(04) 4556 7878,1994-12-02,Yes,0.83,0.76,,2025-03-11T22:05:31.479397Z,2025-03-27T22:05:31.479397Z,valid,,1.0,contact@company9517.com.au,admin@company9517.com.au,(04) 4556 7878,,30,No,Yes,5,0.643,medium,No,Yes,No,Yes,No,No,No,Yes,No,0.871,0.751,0.904,medium,Strong semantic similarity with business context validation,,384,anthropic,2.0,278,627,0.7832374100719425,0.6294274322169059,True,True
sample_00791,52878243615,Metro Industries Pty Ltd,metro industries,https://metroindustries.org.au,Mining,Web Design,Australian Private Company,Active,744 Sussex Street,,Townsville,QLD,4871,contact@company4318.com.au,,2015-09-27,Yes,0.837,0.735,,2025-03-13T22:05:31.479419Z,2025-03-27T22:05:31.479419Z,valid,,1.0,contact@company4318.com.au,,,,9,No,Yes,4,0.677,medium,Yes,No,Yes,Yes,Yes,No,No,No,No,0.943,0.777,0.744,medium,Fuzzy name matching with domain verification,,270,anthropic,2.0,280,647,0.7754607142857143,0.6229551777434312,True,True
sample_00792,03894112988,Urban Solutions Pty Limited,urban solutions pty,https://urbansolutions.org.au,Education,Law Firm,Australian Private Company,Active,629 Queen Drive,Suite 44,Fremantle,WA,6551,admin@company7277.com.au,(02) 4331 5064,1998-05-11,Yes,0.895,0.729,,2025-06-24T22:05:31.479445Z,2025-07-22T22:05:31.479445Z,valid,,1.0,admin@company7277.com.au,,(02) 4331 5064,,26,No,Yes,3,0.578,medium,Yes,Yes,Yes,Yes,No,No,No,No,No,0.884,0.909,0.887,high,Fuzzy name matching with domain verification,,118,anthropic,2.0,315,617,0.7842571428571429,0.6142350081037278,True,False
sample_00793,97069650905,Professional Tech Holdings,professional tech holdings,https://professionaltec.gov.au,Professional Services,Architecture,Australian Private Company,Active,624 York Place,Suite 11,Newcastle,NSW,2403,,,2011-12-18,Yes,0.853,0.94,,2025-09-03T22:05:31.479469Z,2025-09-03T22:05:31.479469Z,valid,,1.0,,,,,13,No,Yes,5,0.556,medium,Yes,Yes,Yes,No,No,Yes,No,No,Yes,0.893,0.927,0.627,high,High confidence match with enhanced social validation,,457,anthropic,2.0,280,624,0.7797107142857143,0.6298365384615384,True,False
sample_00794,28943878280,Urban Trading Corporation,urban trading corporation,https://urbantradingcor.com.au,Energy,Consulting,Australian Private Company,Active,57 George Close,,Darwin,NT,0867,info@company8924.com.au,(04) 7033 2222,1994-05-24,Yes,0.759,0.725,,2025-02-14T22:05:31.479494Z,2025-03-03T22:05:31.479494Z,valid,,1.0,info@company8924.com.au,,(04) 7033 2222,,30,Yes,Yes,5,0.634,medium,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,0.799,0.663,0.873,medium,Fuzzy name matching with domain verification,,220,anthropic,2.0,283,602,0.7826537102473498,0.633234219269103,False,True
sample_00795,33129355766,Tech Pty Ltd,tech,https://tech.edu.au,Telecommunications,Insurance,Australian Private Company,Active,93 Kent Road,Suite 18,Geelong,VIC,3213,info@company3312.com.au,(04) 7569 2069,1993-08-05,Yes,0.902,0.655,,2025-08-03T22:05:31.479519Z,2025-08-06T22:05:31.479519Z,valid,,1.0,info@company3312.com.au,sales@company3312.com.au,(04) 7569 2069,,31,No,Yes,5,0.553,medium,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0.937,0.899,0.835,high,Fuzzy name matching with domain verification,,235,anthropic,2.0,311,627,0.7834276527331189,0.6294274322169059,True,False
sample_00796,02153290404,Coastal Group Australia,coastal group australia,https://coastalgroupaus.com.au,Real Estate,Insurance,Australian Private Company,Active,767 Elizabeth Lane,,Belconnen,ACT,290,contact@company1457.com.au,(08) 5279 7462,2008-07-19,Yes,0.781,0.795,,2025-01-22T22:05:31.479543Z,2025-01-26T22:05:31.479543Z,valid,,1.0,contact@company1457.com.au,,(08) 5279 7462,,16,No,Yes,4,0.698,medium,Yes,Yes,Yes,Yes,No,No,No,No,No,0.678,0.834,0.879,medium,Strong semantic similarity with business context validation,,360,anthropic,2.0,255,632,0.7858274509803922,0.630131329113924,False,True
sample_00797,11552033331,Advanced Trading Corporation,advanced trading corporation,,Retail Trade,Marketing,Australian Private Company,Active,372 Collins Road,,Launceston,TAS,7066,admin@company1732.com.au,(02) 6727 8679,2022-01-04,No,0.833,0.946,,2025-05-12T22:05:31.479570Z,2025-06-01T22:05:31.479570Z,valid,,1.0,admin@company1732.com.au,admin@company1732.com.au,(02) 6727 8679,,2,Yes,Yes,4,0.665,medium,No,Yes,Yes,No,No,No,No,No,Yes,0.863,0.839,0.761,medium,High confidence match with enhanced social validation,,449,anthropic,2.0,278,624,0.7832374100719425,0.6203910256410257,True,True
sample_00798,17919403007,Tech Group,tech group,https://techgroup.net.au,Telecommunications,Software Development,Australian Private Company,Active,242 Elizabeth Road,Suite 25,Rockhampton,QLD,4684,contact@company9790.com.au,(08) 9790 3825,2021-08-04,Yes,0.869,0.565,,2025-02-27T22:05:31.479592Z,2025-03-28T22:05:31.479592Z,valid,,1.0,contact@company9790.com.au,,(08) 9790 3825,,3,No,Yes,3,0.612,medium,Yes,Yes,Yes,No,No,No,No,Yes,No,0.938,0.877,0.716,high,"ABR record only, limited validation available",,82,anthropic,2.0,311,647,0.7834276527331189,0.6229551777434312,True,False
sample_00799,07659782778,Global Services Pty Limited,global services pty,,Manufacturing,Consulting,Australian Private Company,Active,898 Pitt Close,,Belconnen,ACT,0246,info@company2992.com.au,(07) 2901 8566,2016-11-02,Yes,0.773,0.772,,2025-09-07T22:05:31.479617Z,2025-10-07T22:05:31.479617Z,valid,,1.0,info@company2992.com.au,admin@company2992.com.au,(07) 2901 8566,,8,No,Yes,5,0.639,medium,No,Yes,No,No,Yes,No,No,Yes,No,0.77,0.723,0.878,medium,Strong semantic similarity with business context validation,,236,anthropic,2.0,287,632,0.7887282229965157,0.630131329113924,False,True
sample_00800,69912922812,Coastal Tech Corporation,coastal tech corporation,https://coastaltechcorp.net.au,Technology,Medical Practice,Australian Private Company,Inactive,457 Pitt Drive,,Shepparton,VIC,3085,hello@company5833.com.au,(03) 6999 2759,1998-03-06,No,0.699,0.748,,2025-09-22T22:05:31.479640Z,2025-10-22T22:05:31.479640Z,valid,,1.0,hello@company5833.com.au,,(03) 6999 2759,,26,No,No,6,0.841,high,Yes,Yes,No,No,No,No,Yes,Yes,Yes,0.682,0.694,0.741,low,Fuzzy name matching with domain verification,,134,anthropic,2.0,268,627,0.7820820895522389,0.6294274322169059,False,True
sample_00801,71051933122,Global Solutions Group,global solutions group,,Finance,Logistics,Australian Private Company,Active,428 King Place,,Geelong,VIC,3192,hello@company8415.com.au,(08) 6572 2767,2007-08-02,Yes,0.812,0.892,,2025-02-11T22:05:31.479665Z,2025-02-26T22:05:31.479665Z,valid,,1.0,hello@company8415.com.au,,(08) 6572 2767,,17,Yes,Yes,4,0.71,medium,No,No,No,Yes,Yes,No,No,No,Yes,0.787,0.918,0.653,medium,Strong semantic similarity with business context validation,,241,anthropic,2.0,266,627,0.7822105263157895,0.6294274322169059,True,True
sample_00802,62234160151,Partners Pty Limited,partners pty,,Media,Insurance,Australian Private Company,Active,162 Sussex Close,,Alice Springs,NT,0950,contact@company9541.com.au,(02) 4749 9672,2001-10-24,Yes,0.739,0.896,,2025-03-30T22:05:31.479689Z,2025-04-19T22:05:31.479689Z,valid,,1.0,contact@company9541.com.au,,(02) 4749 9672,(07) 1536 1623,23,No,Yes,4,0.688,medium,No,Yes,Yes,Yes,No,Yes,No,No,No,0.707,0.836,0.609,medium,Strong semantic similarity with business context validation,,450,anthropic,2.0,244,602,0.7869426229508197,0.633234219269103,False,True
sample_00803,65791670097,Construction Holdings,construction holdings,https://constructionhol.edu.au,Hospitality,Consulting,Australian Private Company,Active,918 York Close,Suite 12,Townsville,QLD,4210,admin@company676.com.au,,2019-04-25,Yes,0.859,0.691,,2025-05-22T22:05:31.479710Z,2025-06-13T22:05:31.479710Z,valid,,1.0,admin@company676.com.au,,,,5,No,Yes,2,0.462,low,Yes,No,Yes,No,No,No,No,No,No,0.941,0.847,0.719,high,Fuzzy name matching with domain verification,,109,anthropic,2.0,296,647,0.7866047297297297,0.6229551777434312,True,False
sample_00804,30562156700,Partners Group,partners group,https://partnersgroup.gov.au,Automotive,Insurance,Australian Private Company,Active,8 Bourke Close,,Central Coast,NSW,1472,hello@company6925.com.au,(02) 7434 7651,2008-08-20,Yes,0.837,0.971,,2025-10-05T22:05:31.479736Z,2025-10-31T22:05:31.479736Z,valid,,1.0,hello@company6925.com.au,,(02) 7434 7651,,16,No,Yes,2,0.313,low,Yes,Yes,No,No,No,No,No,No,Yes,0.938,0.814,0.681,medium,High confidence match with enhanced social validation,,413,anthropic,2.0,269,624,0.7744386617100372,0.6298365384615384,True,False
sample_00805,17147774157,Construction Holdings,construction holdings,https://constructionhol.edu.au,Real Estate,Retail,Australian Private Company,Active,28 Elizabeth Close,Suite 48,Cairns,QLD,4067,hello@company5011.com.au,(07) 4302 4324,1997-09-12,Yes,0.846,0.876,,2025-01-02T22:05:31.479760Z,2025-01-14T22:05:31.479760Z,valid,,1.0,hello@company5011.com.au,support@company5011.com.au,(07) 4302 4324,,27,No,Yes,2,0.438,low,Yes,No,No,No,Yes,No,No,Yes,No,0.883,0.946,0.572,medium,Strong semantic similarity with business context validation,,311,anthropic,2.0,255,647,0.7858274509803922,0.6229551777434312,True,False
sample_00806,51526660601,Tech Pty Ltd,tech,,Media,Consulting,Australian Private Company,Active,599 Collins Close,,Canberra,ACT,0293,info@company4313.com.au,(08) 9687 3715,2016-06-20,Yes,0.884,0.937,,2024-11-26T22:05:31.479784Z,2024-11-29T22:05:31.479784Z,valid,,1.0,info@company4313.com.au,,(08) 9687 3715,,8,No,Yes,5,0.565,medium,No,Yes,No,Yes,No,Yes,No,No,No,0.937,0.887,0.772,high,High confidence match with enhanced social validation,,405,anthropic,2.0,244,632,0.7869426229508197,0.630131329113924,True,False
sample_00807,96380776185,Metro Trading Pty Ltd,metro trading,,Energy,Accounting,Australian Private Company,Active,58 King Avenue,Suite 27,Kingston,TAS,7192,,(07) 4541 9607,2008-05-26,Yes,0.738,0.596,,2024-12-01T22:05:31.479807Z,2024-12-01T22:05:31.479807Z,valid,,1.0,,,(07) 4541 9607,,16,No,Yes,4,0.583,medium,No,Yes,Yes,Yes,Yes,No,No,No,No,0.652,0.896,0.594,medium,"ABR record only, limited validation available",,114,anthropic,2.0,283,624,0.7826537102473498,0.6203910256410257,False,False
